Age,Gender,Education Level,Job Title,Years of Experience,Salary,Date
33,Female,Master's Degree,Full Stack Engineer,9,136986,2021-07-29T13:00:00Z
45,Male,Master's Degree,Senior Software Engineer,22,182506,2021-07-29T14:00:00Z
24,Male,Bachelor's Degree,Back end Developer,2,64182,2021-07-29T15:00:00Z
30,Female,Master's Degree,Senior Project Engineer,5,100867,2021-07-29T16:00:00Z
26,Male,Master's Degree,Full Stack Engineer,4,91397,2021-07-29T23:00:00Z
31,Female,Bachelor's Degree,Senior Software Engineer,7,108267,2021-07-30T00:00:00Z
52,Male,PhD,Software Engineer Manager,26,185982,2021-07-30T01:00:00Z
36,Male,Master's Degree,Full Stack Engineer,13,147326,2021-07-30T02:00:00Z
45,Female,Bachelor's Degree,Senior Project Engineer,22,171468,2021-07-30T03:00:00Z
40,Male,Master's Degree,Software Engineer Manager,16,150301,2021-07-30T04:00:00Z
30,Female,Master's Degree,Full Stack Engineer,5,102828,2021-07-30T05:00:00Z
38,Male,Bachelor's Degree,Back end Developer,12,132442,2021-07-30T06:00:00Z
48,Female,Master's Degree,Senior Software Engineer,24,184480,2021-07-30T07:00:00Z
23,Male,PhD,Software Engineer Manager,0,52612,2021-07-30T08:00:00Z
26,Female,Master's Degree,Front end Developer,3,73218,2021-07-30T09:00:00Z
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756,2021-07-30T10:00:00Z
32,Male,Master's Degree,Senior Project Engineer,8,122354,2021-07-30T11:00:00Z
44,Female,PhD,Software Engineer Manager,18,162454,2021-07-30T12:00:00Z
35,Male,Bachelor's Degree,Front end Developer,10,128999,2021-07-30T13:00:00Z
31,Female,Master's Degree,Senior Software Engineer,6,114290,2021-07-30T14:00:00Z
26,Male,Master's Degree,Full Stack Engineer,4,91062,2021-07-30T15:00:00Z
50,Female,Bachelor's Degree,Senior Project Engineer,25,177862,2021-07-30T16:00:00Z
27,Male,High School,Back end Developer,4,80247,2021-07-30T23:00:00Z
33,Female,Master's Degree,Full Stack Engineer,8,122970,2021-07-31T00:00:00Z
54,Male,Master's Degree,Senior Software Engineer,32,195270,2021-07-31T01:00:00Z
38,Female,PhD,Software Engineer Manager,15,145052,2021-07-31T02:00:00Z
46,Male,Bachelor's Degree,Senior Project Engineer,25,166958,2021-07-31T03:00:00Z
42,Female,Master's Degree,Full Stack Engineer,14,163978,2021-07-31T04:00:00Z
28,Male,Bachelor's Degree,Back end Developer,4,72389,2021-07-31T05:00:00Z
45,Female,Master's Degree,Senior Software Engineer,23,174336,2021-07-31T06:00:00Z
47,Male,PhD,Software Engineer Manager,21,174985,2021-07-31T07:00:00Z
33,Female,Master's Degree,Front end Developer,9,119918,2021-07-31T08:00:00Z
29,Male,Bachelor's Degree,Senior Project Engineer,6,88552,2021-07-31T09:00:00Z
38,Male,Master's Degree,Full Stack Engineer,15,171652,2021-07-31T10:00:00Z
46,Female,Bachelor's Degree,Back end Developer,19,150729,2021-07-31T11:00:00Z
52,Male,Master's Degree,Senior Software Engineer,27,186794,2021-07-31T12:00:00Z
24,Male,PhD,Software Engineer Manager,1,106686,2021-07-31T13:00:00Z
50,Female,Master's Degree,Full Stack Engineer,24,192756,2021-07-31T14:00:00Z
43,Male,Bachelor's Degree,Senior Project Engineer,20A,142421,2021-07-31T15:00:00Z
36,Female,Master's Degree,Senior Software Engineer,13,140010,2021-07-31T16:00:00Z
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606,2021-07-31T23:00:00Z
52,Female,PhD,Software Engineer Manager,29,194778,2021-08-01T00:00:00Z
33,Female,Master's Degree,Senior Project Engineer,10,113334,2021-08-01T01:00:00Z
43,Male,Master's Degree,Full Stack Engineer,20A,167924,2021-08-01T02:00:00Z
54,Other,High School,Senior Software Engineer,29,158966,2021-08-01T03:00:00Z
31,Male,Bachelor's Degree,Back end Developer,8,100679,2021-08-01T04:00:00Z
35,Female,Master's Degree,Full Stack Engineer,11,151078,2021-08-01T05:00:00Z
49,Male,Master's Degree,Software Engineer Manager,23,182392,2021-08-01T06:00:00Z
23,Female,Bachelor's Degree,Senior Project Engineer,0,52831,2021-08-01T07:00:00Z
36,Male,Master's Degree,Full Stack Engineer,11,138859,2021-08-01T08:00:00Z
43,Female,PhD,Software Engineer Manager,19,156486,2021-08-01T09:00:00Z
26,Male,Master's Degree,Front end Developer,3,73640,2021-08-01T10:00:00Z
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071,2021-08-01T11:00:00Z
46,Male,Master's Degree,Senior Software Engineer,20A,174938,2021-08-01T12:00:00Z
23,Female,High School,Back end Developer,1,52807,2021-08-01T13:00:00Z
54,Male,Bachelor's Degree,Senior Project Engineer,28,192292,2021-08-01T14:00:00Z
35,Male,Master's Degree,Full Stack Engineer,9,131547,2021-08-01T15:00:00Z
55,Female,PhD,Software Engineer Manager,29,190543,2021-08-01T16:00:00Z
44,Male,Master's Degree,Senior Software Engineer,18,152168,2021-08-01T23:00:00Z
34,Male,Bachelor's Degree,Back end Developer,10,126520,2021-08-02T00:00:00Z
46,Female,PhD,Software Engineer Manager,21,174821,2021-08-02T01:00:00Z
28,Male,Master's Degree,Full Stack Engineer,5,84181,2021-08-02T02:00:00Z
30,Female,Master's Degree,Senior Project Engineer,4,92438,2021-08-02T03:00:00Z
36,Male,Bachelor's Degree,Front end Developer,12,137878,2021-08-02T04:00:00Z
45,Male,Master's Degree,Software Engineer Manager,19,163780,2021-08-02T05:00:00Z
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579,2021-08-02T06:00:00Z
42,Male,Master's Degree,Full Stack Engineer,19,177347,2021-08-02T07:00:00Z
54,Female,PhD,Software Engineer Manager,32,191267,2021-08-02T08:00:00Z
38,Male,Bachelor's Degree,Front end Developer,11,136062,2021-08-02T09:00:00Z
33,Female,Master's Degree,Full Stack Engineer,9,135596,2021-08-02T10:00:00Z
45,Male,Master's Degree,Senior Software Engineer,21,180367,2021-08-02T11:00:00Z
24,Male,Bachelor's Degree,Back end Developer,1,55935,2021-08-02T12:00:00Z
30,Female,Master's Degree,Senior Project Engineer,5,101733,2021-08-02T13:00:00Z
26,Male,Master's Degree,Full Stack Engineer,3,70216,2021-08-02T14:00:00Z
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378,2021-08-02T15:00:00Z
52,Male,PhD,Software Engineer Manager,27,190596,2021-08-02T16:00:00Z
36,Male,Master's Degree,Full Stack Engineer,13,146508,2021-08-02T23:00:00Z
45,Female,Bachelor's Degree,Senior Project Engineer,21,167015,2021-08-03T00:00:00Z
40,Male,Master's Degree,Software Engineer Manager,17,151670,2021-08-03T01:00:00Z
30,Female,Master's Degree,Full Stack Engineer,6,110707,2021-08-03T02:00:00Z
38,Male,Bachelor's Degree,Back end Developer,14,136449,2021-08-03T03:00:00Z
48,Female,Master's Degree,Senior Software Engineer,23,185038,2021-08-03T04:00:00Z
23,Male,PhD,Software Engineer Manager,0,52779,2021-08-03T05:00:00Z
26,Female,Master's Degree,Front end Developer,2,65840,2021-08-03T06:00:00Z
54,Male,Master's Degree,Full Stack Engineer,28,191239,2021-08-03T07:00:00Z
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218,2021-08-03T08:00:00Z
49,Female,PhD,Software Engineer Manager,22,178684,2021-08-03T09:00:00Z
35,Male,Master's Degree,Full Stack Engineer,9,132638,2021-08-03T10:00:00Z
46,Female,Bachelor's Degree,Back end Developer,18,155795,2021-08-03T11:00:00Z
34,Male,Master's Degree,Software Engineer Manager,9,146075,2021-08-03T12:00:00Z
28,Female,Bachelor's Degree,Senior Project Engineer,3,70397,2021-08-03T13:00:00Z
42,Male,Master's Degree,Full Stack Engineer,19,177347,2021-08-03T14:00:00Z
54,Female,PhD,Software Engineer Manager,32,191267,2021-08-03T15:00:00Z
38,Male,Bachelor's Degree,Front end Developer,11,136062,2021-08-03T16:00:00Z
33,Female,Master's Degree,Full Stack Engineer,9,135596,2021-08-03T23:00:00Z
45,Male,Master's Degree,Senior Software Engineer,21,180367,2021-08-04T00:00:00Z
24,Male,Bachelor's Degree,Back end Developer,1,55935,2021-08-04T01:00:00Z
30,Female,Master's Degree,Senior Project Engineer,5,101733,2021-08-04T02:00:00Z
26,Male,Master's Degree,Full Stack Engineer,3,70216,2021-08-04T03:00:00Z
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378,2021-08-04T04:00:00Z
52,Male,PhD,Software Engineer Manager,27,190596,2021-08-04T05:00:00Z
36,Male,Master's Degree,Full Stack Engineer,13,146508,2021-08-04T06:00:00Z
45,Female,Bachelor's Degree,Senior Project Engineer,21,167015,2021-08-04T07:00:00Z
40,Male,Master's Degree,Software Engineer Manager,17,151670,2021-08-04T08:00:00Z
30,Female,Master's Degree,Full Stack Engineer,6,110707,2021-08-04T09:00:00Z
38,Male,Bachelor's Degree,Back end Developer,14,136449,2021-08-04T10:00:00Z
48,Female,Master's Degree,Senior Software Engineer,23,185038,2021-08-04T11:00:00Z
23,Male,PhD,Software Engineer Manager,0,52779,2021-08-04T12:00:00Z
26,Female,Master's Degree,Front end Developer,2,65840,2021-08-04T13:00:00Z
54,Male,Master's Degree,Full Stack Engineer,28,191239,2021-08-04T14:00:00Z
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218,2021-08-04T15:00:00Z
49,Female,PhD,Software Engineer Manager,22,178684,2021-08-04T16:00:00Z
35,Male,Master's Degree,Full Stack Engineer,9,132638,2021-08-04T23:00:00Z
46,Female,Bachelor's Degree,Back end Developer,18,155795,2021-08-05T00:00:00Z
34,Male,Master's Degree,Software Engineer Manager,9,146075,2021-08-05T01:00:00Z
28,Female,Bachelor's Degree,Senior Project Engineer,3,70397,2021-08-05T02:00:00Z
42,Male,Master's Degree,Full Stack Engineer,19,177347,2021-08-05T03:00:00Z
54,Female,PhD,Software Engineer Manager,32,191510,2021-08-05T04:00:00Z
38,Male,Bachelor's Degree,Front end Developer,11,136662,2021-08-05T05:00:00Z
33,Female,Master's Degree,Full Stack Engineer,9,136986,2021-08-05T06:00:00Z
45,Male,Master's Degree,Senior Software Engineer,22,182506,2021-08-05T07:00:00Z
24,Male,Bachelor's Degree,Back end Developer,2,64182,2021-08-05T08:00:00Z
30,Female,Master's Degree,Senior Project Engineer,5,100867,2021-08-05T09:00:00Z
26,Male,Master's Degree,Full Stack Engineer,4,91397,2021-08-05T10:00:00Z
31,Female,Bachelor's Degree,Senior Software Engineer,7,108267,2021-08-05T11:00:00Z
52,Male,PhD,Software Engineer Manager,26,185982,2021-08-05T12:00:00Z
36,Male,Master's Degree,Full Stack Engineer,13,147326,2021-08-05T13:00:00Z
45,Female,Bachelor's Degree,Senior Project Engineer,22,171468,2021-08-05T14:00:00Z
40,Male,Master's Degree,Software Engineer Manager,16,150301,2021-08-05T15:00:00Z
30,Female,Master's Degree,Full Stack Engineer,5,102828,2021-08-05T16:00:00Z
38,Male,Bachelor's Degree,Back end Developer,12,132442,2021-08-05T23:00:00Z
48,Female,Master's Degree,Senior Software Engineer,24,184480,2021-08-06T00:00:00Z
23,Male,PhD,Software Engineer Manager,0,52612,2021-08-06T01:00:00Z
26,Female,Master's Degree,Front end Developer,3,73218,2021-08-06T02:00:00Z
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756,2021-08-06T03:00:00Z
32,Male,Master's Degree,Senior Project Engineer,8,122354,2021-08-06T04:00:00Z
44,Female,PhD,Software Engineer Manager,18,162454,2021-08-06T05:00:00Z
35,Male,Bachelor's Degree,Front end Developer,10,128999,2021-08-06T06:00:00Z
31,Female,Master's Degree,Senior Software Engineer,6,114290,2021-08-06T07:00:00Z
26,Male,Master's Degree,Full Stack Engineer,4,91062,2021-08-06T08:00:00Z
50,Female,Bachelor's Degree,Senior Project Engineer,25,177862,2021-08-06T09:00:00Z
27,Male,High School,Back end Developer,4,80247,2021-08-06T10:00:00Z
33,Female,Master's Degree,Full Stack Engineer,8,122970,2021-08-06T11:00:00Z
54,Male,Master's Degree,Senior Software Engineer,32,195270,2021-08-06T12:00:00Z
38,Female,PhD,Software Engineer Manager,15,145052,2021-08-06T13:00:00Z
46,Male,Bachelor's Degree,Senior Project Engineer,25,166958,2021-08-06T14:00:00Z
42,Female,Master's Degree,Full Stack Engineer,14,163978,2021-08-06T15:00:00Z
28,Male,Bachelor's Degree,Back end Developer,4,72389,2021-08-06T16:00:00Z
45,Female,Master's Degree,Senior Software Engineer,23,174336,2021-08-06T23:00:00Z
47,Male,PhD,Software Engineer Manager,21,174985,2021-08-07T00:00:00Z
33,Female,Master's Degree,Front end Developer,9,119918,2021-08-07T01:00:00Z
29,Male,Bachelor's Degree,Senior Project Engineer,6,88552,2021-08-07T02:00:00Z
38,Male,Master's Degree,Full Stack Engineer,15,171652,2021-08-07T03:00:00Z
46,Female,Bachelor's Degree,Back end Developer,19,150729,2021-08-07T04:00:00Z
52,Male,Master's Degree,Senior Software Engineer,27,186794,2021-08-07T05:00:00Z
24,Male,PhD,Software Engineer Manager,1,106686,2021-08-07T06:00:00Z
50,Female,Master's Degree,Full Stack Engineer,24,192756,2021-08-07T07:00:00Z
43,Male,Bachelor's Degree,Senior Project Engineer,20A,142421,2021-08-07T08:00:00Z
36,Female,Master's Degree,Senior Software Engineer,13,140010,2021-08-07T09:00:00Z
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606,2021-08-07T10:00:00Z
52,Female,PhD,Software Engineer Manager,29,194778,2021-08-07T11:00:00Z
33,Female,Master's Degree,Senior Project Engineer,10,113334,2021-08-07T12:00:00Z
43,Male,Master's Degree,Full Stack Engineer,20A,167924,2021-08-07T13:00:00Z
54,Other,High School,Senior Software Engineer,29,158966,2021-08-07T14:00:00Z
31,Male,Bachelor's Degree,Back end Developer,8,100679,2021-08-07T15:00:00Z
35,Female,Master's Degree,Full Stack Engineer,11,151078,2021-08-07T16:00:00Z
49,Male,Master's Degree,Software Engineer Manager,23,182392,2021-08-07T23:00:00Z
23,Female,Bachelor's Degree,Senior Project Engineer,0,52831,2021-08-08T00:00:00Z
36,Male,Master's Degree,Full Stack Engineer,11,138859,2021-08-08T01:00:00Z
43,Female,PhD,Software Engineer Manager,19,156486,2021-08-08T02:00:00Z
26,Male,Master's Degree,Front end Developer,3,73640,2021-08-08T03:00:00Z
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071,2021-08-08T04:00:00Z
46,Male,Master's Degree,Senior Software Engineer,20A,174938,2021-08-08T05:00:00Z
23,Female,High School,Back end Developer,1,52807,2021-08-08T06:00:00Z
54,Male,Bachelor's Degree,Senior Project Engineer,28,192292,2021-08-08T07:00:00Z
35,Male,Master's Degree,Full Stack Engineer,9,131547,2021-08-08T08:00:00Z
55,Female,PhD,Software Engineer Manager,29,190543,2021-08-08T09:00:00Z
44,Male,Master's Degree,Senior Software Engineer,18,152168,2021-08-08T10:00:00Z
34,Male,Bachelor's Degree,Back end Developer,10,126520,2021-08-08T11:00:00Z
46,Female,PhD,Software Engineer Manager,21,174821,2021-08-08T12:00:00Z
28,Male,Master's Degree,Full Stack Engineer,5,84181,2021-08-08T13:00:00Z
30,Female,Master's Degree,Senior Project Engineer,4,92438,2021-08-08T14:00:00Z
36,Male,Bachelor's Degree,Front end Developer,12,137878,2021-08-08T15:00:00Z
45,Male,Master's Degree,Software Engineer Manager,19,163780,2021-08-08T16:00:00Z
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579,2021-08-08T23:00:00Z
48,Male,PhD,Director of Data Science,18,210000,2021-08-09T00:00:00Z
27,Female,Bachelor's Degree,Software Engineer,3,70000,2021-08-09T01:00:00Z
35,Female,Master's Degree,Data Analyst,9,120000,2021-08-09T02:00:00Z
26,Male,Bachelor's Degree,Software Developer,2,60000,2021-08-09T03:00:00Z
42,Male,Master's Degree,Product Manager,14,180000,2021-08-09T04:00:00Z
29,Male,Bachelor's Degree,Front End Developer,4,80000,2021-08-09T05:00:00Z
30,Female,Bachelor's Degree,Software Engineer,5,90000,2021-08-09T06:00:00Z
36,Male,PhD,Senior Data Scientist,12,170000,2021-08-09T07:00:00Z
24,Female,Bachelor's Degree,Software Developer,2,55000,2021-08-09T08:00:00Z
34,Male,Master's Degree,Data Analyst,8,100000,2021-08-09T09:00:00Z
41,Female,PhD,Director of Data Science,16,200000,2021-08-09T10:00:00Z
28,Male,Bachelor's Degree,Software Engineer,4,75000,2021-08-09T11:00:00Z
37,Male,Bachelor's Degree,Data Analyst,11,160000,2021-08-09T12:00:00Z
25,Female,Master's Degree,Software Engineer,2,60000,2021-08-09T13:00:00Z
32,Male,Master's Degree,Product Manager,7,110000,2021-08-09T14:00:00Z
23,Female,Bachelor's Degree,Software Engineer,1,50000,2021-08-09T15:00:00Z
34,Male,Master's Degree,Data Scientist,9,140000,2021-08-09T16:00:00Z
48,Male,PhD,Director of Data Science,18,210000,2021-08-09T23:00:00Z
27,Female,Bachelor's Degree,Software Engineer,3,70000,2021-08-10T00:00:00Z
35,Female,Master's Degree,Data Analyst,9,120000,2021-08-10T01:00:00Z
26,Male,Bachelor's Degree,Software Developer,2,60000,2021-08-10T02:00:00Z
42,Male,Master's Degree,Product Manager,14,180000,2021-08-10T03:00:00Z
29,Male,Bachelor's Degree,Front End Developer,4,80000,2021-08-10T04:00:00Z
30,Female,Bachelor's Degree,Software Engineer,5,90000,2021-08-10T05:00:00Z
36,Male,PhD,Senior Data Scientist,12,170000,2021-08-10T06:00:00Z
24,Female,Bachelor's Degree,Software Developer,2,55000,2021-08-10T07:00:00Z
34,Male,Master's Degree,Data Analyst,8,100000,2021-08-10T08:00:00Z
41,Female,PhD,Director of Data Science,16,200000,2021-08-10T09:00:00Z
28,Male,Bachelor's Degree,Software Engineer,4,75000,2021-08-10T10:00:00Z
37,Male,Bachelor's Degree,Data Analyst,11,160000,2021-08-10T11:00:00Z
25,Female,Master's Degree,Software Engineer,2,60000,2021-08-10T12:00:00Z
32,Male,Master's Degree,Product Manager,7,110000,2021-08-10T13:00:00Z
23,Female,Bachelor's Degree,Software Engineer,1,50000,2021-08-10T14:00:00Z
34,Male,Master's Degree,Data Scientist,9,140000,2021-08-10T15:00:00Z
48,Male,PhD,Director of Data Science,18,210000,2021-08-10T16:00:00Z
27,Female,Bachelor's Degree,Software Engineer,3,70000,2021-08-10T23:00:00Z
35,Female,Master's Degree,Data Analyst,9,120000,2021-08-11T00:00:00Z
26,Male,Bachelor's Degree,Software Developer,2,60000,2021-08-11T01:00:00Z
42,Male,Master's Degree,Product Manager,14,180000,2021-08-11T02:00:00Z
29,Male,Bachelor's Degree,Front End Developer,4,80000,2021-08-11T03:00:00Z
30,Female,Bachelor's Degree,Software Engineer,5,90000,2021-08-11T04:00:00Z
36,Male,PhD,Senior Data Scientist,12,170000,2021-08-11T05:00:00Z
24,Female,Bachelor's Degree,Software Developer,2,55000,2021-08-11T06:00:00Z
34,Male,Master's Degree,Data Analyst,8,100000,2021-08-11T07:00:00Z
41,Female,PhD,Director of Data Science,16,200000,2021-08-11T08:00:00Z
28,Male,Bachelor's Degree,Software Engineer,4,75000,2021-08-11T09:00:00Z
37,Male,Bachelor's Degree,Data Analyst,11,160000,2021-08-11T10:00:00Z
25,Female,Master's Degree,Software Engineer,2,60000,2021-08-11T11:00:00Z
32,Male,Master's Degree,Product Manager,7,110000,2021-08-11T12:00:00Z
23,Female,Bachelor's Degree,Software Engineer,1,50000,2021-08-11T13:00:00Z
34,Male,Master's Degree,Data Scientist,9,140000,2021-08-11T14:00:00Z
48,Male,PhD,Director of Data Science,18,210000,2021-08-11T15:00:00Z
27,Female,Bachelor's Degree,Software Engineer,3,70000,2021-08-11T16:00:00Z
35,Female,Master's Degree,Data Analyst,9,120000,2021-08-11T23:00:00Z
26,Male,Bachelor's Degree,Software Developer,2,60000,2021-08-12T00:00:00Z
42,Male,Master's Degree,Product Manager,14,180000,2021-08-12T01:00:00Z
29,Male,Bachelor's Degree,Front End Developer,4,80000,2021-08-12T02:00:00Z
30,Female,Bachelor's Degree,Software Engineer,5,90000,2021-08-12T03:00:00Z
36,Male,PhD,Senior Data Scientist,12,170000,2021-08-12T04:00:00Z
24,Female,Bachelor's Degree,Software Developer,2,55000,2021-08-12T05:00:00Z
34,Male,Master's Degree,Data Analyst,8,100000,2021-08-12T06:00:00Z
41,Female,PhD,Director of Data Science,16,200000,2021-08-12T07:00:00Z
28,Male,Bachelor's Degree,Software Engineer,4,75000,2021-08-12T08:00:00Z
37,Male,Bachelor's Degree,Data Analyst,11,160000,2021-08-12T09:00:00Z
25,Female,Master's Degree,Software Engineer,2,60000,2021-08-12T10:00:00Z
32,Male,Master's Degree,Product Manager,7,110000,2021-08-12T11:00:00Z
23,Female,Bachelor's Degree,Software Engineer,1,50000,2021-08-12T12:00:00Z
34,Male,Master's Degree,Data Scientist,9,140000,2021-08-12T13:00:00Z
48,Male,PhD,Director of Data Science,18,210000,2021-08-12T14:00:00Z
27,Female,Bachelor's Degree,Software Engineer,3,70000,2021-08-12T15:00:00Z
35,Female,Master's Degree,Data Analyst,9,120000,2021-08-12T16:00:00Z
26,Male,Bachelor's Degree,Software Developer,2,60000,2021-08-12T23:00:00Z
42,Male,Master's Degree,Product Manager,14,180000,2021-08-13T00:00:00Z
29,Male,Bachelor's Degree,Front End Developer,4,80000,2021-08-13T01:00:00Z
30,Female,Bachelor's Degree,Software Engineer,5,90000,2021-08-13T02:00:00Z
36,Male,PhD,Senior Data Scientist,12,170000,2021-08-13T03:00:00Z
24,Female,Bachelor's Degree,Software Developer,2,55000,2021-08-13T04:00:00Z
34,Male,Master's Degree,Data Analyst,8,100000,2021-08-13T05:00:00Z
41,Female,PhD,Director of Data Science,16,200000,2021-08-13T06:00:00Z
